id,joy,sadness,anger,fear,surprise
eng_test_track_a_01367,1,0,0,0,0
eng_test_track_a_01368,0,1,0,1,0
eng_test_track_a_01369,0,0,0,1,0
eng_test_track_a_01370,0,0,0,0,1
eng_test_track_a_01371,0,1,0,1,0
eng_test_track_a_01372,1,0,0,0,0
eng_test_track_a_01373,0,0,0,1,1
eng_test_track_a_01374,0,1,0,1,0
eng_test_track_a_01375,0,1,1,1,0
eng_test_track_a_01376,1,0,0,0,0
eng_test_track_a_01377,0,1,0,0,0
eng_test_track_a_01378,0,0,0,1,1
eng_test_track_a_01379,0,0,0,1,1
eng_test_track_a_01380,0,1,0,1,0
eng_test_track_a_01381,0,0,0,0,1
eng_test_track_a_01382,0,0,0,1,0
eng_test_track_a_01383,0,0,0,0,0
eng_test_track_a_01384,0,0,1,0,0
eng_test_track_a_01385,1,0,0,0,0
eng_test_track_a_01386,0,0,0,0,0
eng_test_track_a_01387,0,0,0,1,1
eng_test_track_a_01388,0,0,0,1,0
eng_test_track_a_01389,1,0,0,0,0
eng_test_track_a_01390,0,1,0,0,0
eng_test_track_a_01391,0,0,0,1,0
eng_test_track_a_01392,1,0,0,0,1
eng_test_track_a_01393,0,0,0,1,0
eng_test_track_a_01394,0,1,0,1,0
eng_test_track_a_01395,0,0,0,0,0
eng_test_track_a_01396,1,0,0,0,0
eng_test_track_a_01397,1,0,0,0,0
eng_test_track_a_01398,0,1,1,1,0
eng_test_track_a_01399,0,1,0,1,0
eng_test_track_a_01400,0,0,0,1,0
eng_test_track_a_01401,0,0,0,0,0
eng_test_track_a_01402,0,0,0,0,0
eng_test_track_a_01403,1,0,0,0,0
eng_test_track_a_01404,0,0,1,1,1
eng_test_track_a_01405,1,0,0,0,1
eng_test_track_a_01406,1,0,0,0,1
eng_test_track_a_01407,0,1,0,0,0
eng_test_track_a_01408,1,1,0,0,0
eng_test_track_a_01409,0,1,0,1,0
eng_test_track_a_01410,0,0,0,0,0
eng_test_track_a_01411,1,0,0,0,0
eng_test_track_a_01412,0,0,0,1,0
eng_test_track_a_01413,0,1,0,1,1
eng_test_track_a_01414,0,0,1,1,0
eng_test_track_a_01415,1,0,0,0,1
eng_test_track_a_01416,1,0,0,0,0
eng_test_track_a_01417,1,0,0,0,0
eng_test_track_a_01418,0,0,0,0,0
eng_test_track_a_01419,0,0,0,0,1
eng_test_track_a_01420,0,0,0,1,1
eng_test_track_a_01421,0,0,0,0,0
eng_test_track_a_01422,0,0,0,0,0
eng_test_track_a_01423,0,0,0,1,1
eng_test_track_a_01424,1,0,0,0,0
eng_test_track_a_01425,0,1,0,1,1
eng_test_track_a_01426,0,1,0,1,0
eng_test_track_a_01427,0,1,0,1,1
eng_test_track_a_01428,1,0,0,0,0
eng_test_track_a_01429,1,0,0,1,1
eng_test_track_a_01430,0,1,0,1,1
eng_test_track_a_01431,1,0,0,0,0
eng_test_track_a_01432,0,0,0,0,0
eng_test_track_a_01433,0,0,0,0,0
eng_test_track_a_01434,0,0,0,1,1
eng_test_track_a_01435,1,0,0,0,0
eng_test_track_a_01436,0,0,0,1,1
eng_test_track_a_01437,0,0,0,1,0
eng_test_track_a_01438,1,0,0,0,0
eng_test_track_a_01439,1,0,0,0,0
eng_test_track_a_01440,0,0,0,1,1
eng_test_track_a_01441,1,0,0,1,0
eng_test_track_a_01442,1,0,0,0,0
eng_test_track_a_01443,0,0,0,1,1
eng_test_track_a_01444,1,0,0,1,1
eng_test_track_a_01445,0,1,0,1,0
eng_test_track_a_01446,0,1,0,1,1
eng_test_track_a_01447,0,1,1,0,0
eng_test_track_a_01448,0,0,0,1,1
eng_test_track_a_01449,0,1,0,0,0
eng_test_track_a_01450,1,0,0,0,0
eng_test_track_a_01451,0,0,0,0,0
eng_test_track_a_01452,0,0,0,0,0
eng_test_track_a_01453,0,1,0,1,0
eng_test_track_a_01454,0,1,0,1,0
eng_test_track_a_01455,0,0,0,0,1
eng_test_track_a_01456,0,1,0,1,1
eng_test_track_a_01457,0,0,0,1,0
eng_test_track_a_01458,1,0,0,0,0
eng_test_track_a_01459,0,0,1,0,0
eng_test_track_a_01460,0,1,0,1,0
eng_test_track_a_01461,0,0,0,1,0
eng_test_track_a_01462,0,1,1,0,1
eng_test_track_a_01463,1,0,0,0,0
eng_test_track_a_01464,0,0,0,1,1
eng_test_track_a_01465,0,1,0,1,0
eng_test_track_a_01466,0,1,0,1,0
eng_test_track_a_01467,0,0,0,0,0
eng_test_track_a_01468,1,0,0,0,0
eng_test_track_a_01469,0,0,0,0,0
eng_test_track_a_01470,0,1,0,1,0
eng_test_track_a_01471,0,1,0,1,1
eng_test_track_a_01472,0,0,0,1,0
eng_test_track_a_01473,1,0,0,1,0
eng_test_track_a_01474,0,1,0,1,1
eng_test_track_a_01475,0,0,0,0,0
eng_test_track_a_01476,0,0,0,0,0
eng_test_track_a_01477,0,0,0,0,0
eng_test_track_a_01478,0,1,0,1,0
eng_test_track_a_01479,1,0,0,0,0
eng_test_track_a_01480,0,1,0,0,1
eng_test_track_a_01481,0,1,0,1,0
eng_test_track_a_01482,0,1,1,1,0
eng_test_track_a_01483,0,0,1,1,0
eng_test_track_a_01484,0,1,0,1,0
eng_test_track_a_01485,0,1,0,1,0
eng_test_track_a_01486,1,0,0,0,0
eng_test_track_a_01487,1,0,0,0,0
eng_test_track_a_01488,0,0,0,1,0
eng_test_track_a_01489,0,0,0,1,1
eng_test_track_a_01490,1,0,0,0,0
eng_test_track_a_01491,0,0,0,1,1
eng_test_track_a_01492,1,1,0,1,0
eng_test_track_a_01493,0,1,0,1,0
eng_test_track_a_01494,0,1,0,1,0
eng_test_track_a_01495,0,0,0,0,0
eng_test_track_a_01496,0,0,1,1,0
eng_test_track_a_01497,1,0,0,0,0
eng_test_track_a_01498,0,1,0,0,0
eng_test_track_a_01499,0,1,0,1,1
eng_test_track_a_01500,0,0,0,1,1
eng_test_track_a_01501,0,0,0,1,0
eng_test_track_a_01502,1,0,0,1,1
eng_test_track_a_01503,0,1,0,1,0
eng_test_track_a_01504,0,0,1,1,1
eng_test_track_a_01505,0,0,0,1,1
eng_test_track_a_01506,1,0,0,0,0
eng_test_track_a_01507,0,0,0,1,0
eng_test_track_a_01508,0,0,0,0,1
eng_test_track_a_01509,0,0,0,1,0
eng_test_track_a_01510,0,0,0,0,0
eng_test_track_a_01511,0,0,0,0,0
eng_test_track_a_01512,1,0,0,0,1
eng_test_track_a_01513,0,1,0,0,0
eng_test_track_a_01514,0,0,0,0,1
eng_test_track_a_01515,1,0,0,0,0
eng_test_track_a_01516,0,0,0,0,0
eng_test_track_a_01517,0,0,1,1,0
eng_test_track_a_01518,0,0,0,1,1
eng_test_track_a_01519,0,1,0,1,1
eng_test_track_a_01520,0,1,0,1,1
eng_test_track_a_01521,1,0,0,0,0
eng_test_track_a_01522,0,0,0,1,0
eng_test_track_a_01523,0,1,0,0,0
eng_test_track_a_01524,1,0,0,1,0
eng_test_track_a_01525,0,0,0,1,1
eng_test_track_a_01526,1,0,0,0,0
eng_test_track_a_01527,0,1,0,1,0
eng_test_track_a_01528,0,1,0,1,0
eng_test_track_a_01529,0,0,0,0,0
eng_test_track_a_01530,1,0,0,0,0
eng_test_track_a_01531,0,1,0,1,0
eng_test_track_a_01532,0,1,0,1,0
eng_test_track_a_01533,0,0,0,1,1
eng_test_track_a_01534,0,0,1,0,0
eng_test_track_a_01535,0,1,0,1,0
eng_test_track_a_01536,1,0,0,1,0
eng_test_track_a_01537,0,0,0,1,0
eng_test_track_a_01538,0,1,1,1,0
eng_test_track_a_01539,0,0,0,0,0
eng_test_track_a_01540,0,1,0,1,0
eng_test_track_a_01541,0,1,0,1,1
eng_test_track_a_01542,0,0,0,1,0
eng_test_track_a_01543,0,0,0,1,0
eng_test_track_a_01544,0,0,0,1,0
eng_test_track_a_01545,1,0,0,0,0
eng_test_track_a_01546,0,0,0,1,1
eng_test_track_a_01547,0,0,0,1,0
eng_test_track_a_01548,0,0,1,0,0
eng_test_track_a_01549,0,1,1,1,0
eng_test_track_a_01550,1,0,0,0,0
eng_test_track_a_01551,0,0,0,1,1
eng_test_track_a_01552,1,0,0,0,0
eng_test_track_a_01553,1,0,0,0,0
eng_test_track_a_01554,1,0,0,0,0
eng_test_track_a_01555,0,1,0,1,1
eng_test_track_a_01556,0,0,1,0,0
eng_test_track_a_01557,0,0,0,1,0
eng_test_track_a_01558,1,0,0,0,0
eng_test_track_a_01559,1,0,0,0,0
eng_test_track_a_01560,1,0,0,0,0
eng_test_track_a_01561,0,1,1,0,0
eng_test_track_a_01562,0,1,0,0,1
eng_test_track_a_01563,0,0,0,1,1
eng_test_track_a_01564,1,0,0,0,0
eng_test_track_a_01565,0,1,0,1,0
eng_test_track_a_01566,0,0,0,1,0
eng_test_track_a_01567,0,0,0,1,0
eng_test_track_a_01568,0,0,0,0,1
eng_test_track_a_01569,0,0,0,1,1
eng_test_track_a_01570,0,1,0,1,0
eng_test_track_a_01571,0,1,0,1,1
eng_test_track_a_01572,0,0,0,1,0
eng_test_track_a_01573,0,0,0,1,1
eng_test_track_a_01574,0,0,0,1,0
eng_test_track_a_01575,1,0,0,0,0
eng_test_track_a_01576,0,1,0,1,0
eng_test_track_a_01577,0,1,0,1,0
eng_test_track_a_01578,0,0,0,0,1
eng_test_track_a_01579,0,0,0,1,1
eng_test_track_a_01580,0,1,0,1,0
eng_test_track_a_01581,0,0,0,1,0
eng_test_track_a_01582,0,1,0,0,0
eng_test_track_a_01583,0,0,0,0,1
eng_test_track_a_01584,0,0,0,0,0
eng_test_track_a_01585,0,0,0,0,0
eng_test_track_a_01586,1,0,0,0,0
eng_test_track_a_01587,0,1,0,0,0
eng_test_track_a_01588,0,1,0,1,0
eng_test_track_a_01589,0,1,0,0,0
eng_test_track_a_01590,0,1,0,1,0
eng_test_track_a_01591,0,0,0,1,0
eng_test_track_a_01592,0,0,0,1,0
eng_test_track_a_01593,1,0,0,0,0
eng_test_track_a_01594,0,1,1,1,1
eng_test_track_a_01595,0,0,0,1,1
eng_test_track_a_01596,0,0,0,1,0
eng_test_track_a_01597,1,0,0,1,0
eng_test_track_a_01598,1,0,0,0,0
eng_test_track_a_01599,0,1,0,1,0
eng_test_track_a_01600,0,0,0,1,1
eng_test_track_a_01601,0,0,0,1,0
eng_test_track_a_01602,1,0,0,0,0
eng_test_track_a_01603,0,0,0,0,1
eng_test_track_a_01604,0,0,0,0,0
eng_test_track_a_01605,0,0,1,1,0
eng_test_track_a_01606,0,1,0,0,1
eng_test_track_a_01607,1,0,0,0,1
eng_test_track_a_01608,0,1,0,1,1
eng_test_track_a_01609,0,0,0,1,0
eng_test_track_a_01610,1,0,0,0,0
eng_test_track_a_01611,1,0,0,0,0
eng_test_track_a_01612,0,0,1,1,0
eng_test_track_a_01613,1,0,0,0,1
eng_test_track_a_01614,1,0,0,0,1
eng_test_track_a_01615,0,0,0,0,0
eng_test_track_a_01616,0,1,0,0,0
eng_test_track_a_01617,0,0,0,1,0
eng_test_track_a_01618,0,0,1,0,0
eng_test_track_a_01619,0,1,0,1,0
eng_test_track_a_01620,0,0,0,1,1
eng_test_track_a_01621,0,1,0,1,0
eng_test_track_a_01622,0,1,0,1,0
eng_test_track_a_01623,1,1,0,1,0
eng_test_track_a_01624,0,0,0,0,1
eng_test_track_a_01625,0,0,0,0,0
eng_test_track_a_01626,1,0,0,0,0
eng_test_track_a_01627,0,0,0,0,0
eng_test_track_a_01628,0,0,0,0,0
eng_test_track_a_01629,1,0,0,0,0
eng_test_track_a_01630,0,1,0,1,0
eng_test_track_a_01631,0,0,0,0,1
eng_test_track_a_01632,0,1,0,1,0
eng_test_track_a_01633,1,0,0,0,0
eng_test_track_a_01634,0,1,0,1,0
eng_test_track_a_01635,0,0,0,0,0
eng_test_track_a_01636,0,0,0,0,0
eng_test_track_a_01637,0,0,0,0,0
eng_test_track_a_01638,0,0,1,1,1
eng_test_track_a_01639,0,0,1,0,0
eng_test_track_a_01640,0,1,0,1,0
eng_test_track_a_01641,1,0,0,0,0
eng_test_track_a_01642,1,0,0,1,0
eng_test_track_a_01643,0,1,0,1,0
eng_test_track_a_01644,0,1,0,1,0
eng_test_track_a_01645,0,0,0,1,1
eng_test_track_a_01646,0,0,0,0,0
eng_test_track_a_01647,0,0,1,0,0
eng_test_track_a_01648,0,0,0,1,0
eng_test_track_a_01649,0,0,0,0,1
eng_test_track_a_01650,0,1,0,1,1
eng_test_track_a_01651,0,1,0,0,0
eng_test_track_a_01652,0,0,0,1,0
eng_test_track_a_01653,0,1,0,0,1
eng_test_track_a_01654,0,1,0,1,0
eng_test_track_a_01655,0,0,1,1,0
eng_test_track_a_01656,0,1,0,1,0
eng_test_track_a_01657,0,1,0,1,0
eng_test_track_a_01658,0,0,1,0,0
eng_test_track_a_01659,0,1,0,1,0
eng_test_track_a_01660,1,0,0,0,0
eng_test_track_a_01661,0,0,0,1,1
eng_test_track_a_01662,1,0,0,0,1
eng_test_track_a_01663,0,1,0,1,0
eng_test_track_a_01664,0,1,1,1,1
eng_test_track_a_01665,0,0,0,1,0
eng_test_track_a_01666,0,0,0,1,1
eng_test_track_a_01667,0,0,0,1,1
eng_test_track_a_01668,0,0,0,1,1
eng_test_track_a_01669,0,1,1,1,0
eng_test_track_a_01670,0,1,0,1,1
eng_test_track_a_01671,0,0,0,1,0
eng_test_track_a_01672,0,0,0,0,0
eng_test_track_a_01673,0,0,1,1,1
eng_test_track_a_01674,0,1,0,1,0
eng_test_track_a_01675,0,0,1,1,1
eng_test_track_a_01676,1,0,0,0,0
eng_test_track_a_01677,0,0,0,1,0
eng_test_track_a_01678,1,0,0,0,0
eng_test_track_a_01679,0,1,0,1,0
eng_test_track_a_01680,0,1,0,1,0
eng_test_track_a_01681,0,0,0,1,1
eng_test_track_a_01682,0,1,0,0,0
eng_test_track_a_01683,0,0,0,1,1
eng_test_track_a_01684,1,0,0,1,0
eng_test_track_a_01685,0,0,0,1,0
eng_test_track_a_01686,0,1,0,1,0
eng_test_track_a_01687,0,0,0,0,0
eng_test_track_a_01688,0,0,0,1,0
eng_test_track_a_01689,0,1,0,1,0
eng_test_track_a_01690,0,0,0,0,1
eng_test_track_a_01691,0,0,0,1,0
eng_test_track_a_01692,0,1,0,1,0
eng_test_track_a_01693,1,0,0,0,0
eng_test_track_a_01694,0,0,0,1,1
eng_test_track_a_01695,0,0,0,1,1
eng_test_track_a_01696,0,0,0,0,0
eng_test_track_a_01697,0,0,0,0,1
eng_test_track_a_01698,0,1,0,1,0
eng_test_track_a_01699,0,1,0,1,0
eng_test_track_a_01700,0,0,0,0,0
eng_test_track_a_01701,0,1,0,1,0
eng_test_track_a_01702,0,1,1,1,0
eng_test_track_a_01703,0,0,0,0,0
eng_test_track_a_01704,0,0,0,0,0
eng_test_track_a_01705,1,0,0,0,1
eng_test_track_a_01706,0,1,0,1,1
eng_test_track_a_01707,0,1,1,0,1
eng_test_track_a_01708,0,0,1,1,0
eng_test_track_a_01709,0,0,0,1,0
eng_test_track_a_01710,0,0,0,1,0
eng_test_track_a_01711,0,0,0,1,1
eng_test_track_a_01712,0,0,0,0,0
eng_test_track_a_01713,0,0,0,1,0
eng_test_track_a_01714,0,0,0,0,0
eng_test_track_a_01715,0,0,0,0,0
eng_test_track_a_01716,0,0,0,1,1
eng_test_track_a_01717,1,1,0,0,0
eng_test_track_a_01718,0,0,0,1,1
eng_test_track_a_01719,0,0,0,1,1
eng_test_track_a_01720,0,0,0,0,0
eng_test_track_a_01721,0,0,1,0,0
eng_test_track_a_01722,0,1,0,1,1
eng_test_track_a_01723,0,1,0,1,0
eng_test_track_a_01724,1,0,0,0,0
eng_test_track_a_01725,0,1,0,1,1
eng_test_track_a_01726,0,0,0,0,1
eng_test_track_a_01727,1,0,0,0,0
eng_test_track_a_01728,1,0,0,0,0
eng_test_track_a_01729,0,0,0,0,0
eng_test_track_a_01730,0,0,0,1,0
eng_test_track_a_01731,0,0,0,1,1
eng_test_track_a_01732,0,1,0,1,0
eng_test_track_a_01733,0,0,0,1,0
eng_test_track_a_01734,1,0,0,0,0
eng_test_track_a_01735,0,0,0,0,0
eng_test_track_a_01736,0,0,1,0,1
eng_test_track_a_01737,1,0,0,0,0
eng_test_track_a_01738,0,0,0,1,1
eng_test_track_a_01739,0,0,1,1,0
eng_test_track_a_01740,0,1,0,1,0
eng_test_track_a_01741,0,0,0,1,1
eng_test_track_a_01742,0,0,1,1,1
eng_test_track_a_01743,0,0,0,0,0
eng_test_track_a_01744,0,1,1,1,0
eng_test_track_a_01745,0,0,0,1,1
eng_test_track_a_01746,1,0,0,0,1
eng_test_track_a_01747,0,0,0,1,0
eng_test_track_a_01748,0,0,0,1,0
eng_test_track_a_01749,0,1,0,1,0
eng_test_track_a_01750,0,0,1,0,1
eng_test_track_a_01751,0,0,0,1,0
eng_test_track_a_01752,1,0,0,0,0
eng_test_track_a_01753,0,1,0,1,0
eng_test_track_a_01754,1,0,0,0,1
eng_test_track_a_01755,1,1,0,0,0
eng_test_track_a_01756,0,1,0,1,1
eng_test_track_a_01757,0,1,0,1,0
eng_test_track_a_01758,0,0,1,1,0
eng_test_track_a_01759,0,1,0,0,0
eng_test_track_a_01760,1,0,0,0,0
eng_test_track_a_01761,1,0,0,0,0
eng_test_track_a_01762,0,0,0,1,0
eng_test_track_a_01763,0,1,1,1,1
eng_test_track_a_01764,0,0,0,0,0
eng_test_track_a_01765,1,0,0,0,0
eng_test_track_a_01766,0,0,0,1,0
eng_test_track_a_01767,0,0,1,1,1
eng_test_track_a_01768,1,0,0,0,1
eng_test_track_a_01769,0,1,0,1,0
eng_test_track_a_01770,0,0,0,0,0
eng_test_track_a_01771,0,0,1,0,0
eng_test_track_a_01772,0,0,0,1,1
eng_test_track_a_01773,1,0,0,0,0
eng_test_track_a_01774,1,0,0,0,0
eng_test_track_a_01775,0,1,0,1,0
eng_test_track_a_01776,0,0,1,0,0
eng_test_track_a_01777,0,0,0,0,0
eng_test_track_a_01778,1,0,0,0,0
eng_test_track_a_01779,0,1,0,1,0
eng_test_track_a_01780,0,1,0,0,0
eng_test_track_a_01781,1,0,0,0,0
eng_test_track_a_01782,0,1,1,1,1
eng_test_track_a_01783,1,0,0,0,0
eng_test_track_a_01784,0,1,0,1,1
eng_test_track_a_01785,1,0,0,0,0
eng_test_track_a_01786,0,1,0,1,0
eng_test_track_a_01787,0,0,0,0,1
eng_test_track_a_01788,0,0,0,0,0
eng_test_track_a_01789,0,1,0,1,1
eng_test_track_a_01790,0,0,0,1,0
eng_test_track_a_01791,0,0,1,0,1
eng_test_track_a_01792,0,0,0,1,0
eng_test_track_a_01793,1,0,0,0,0
eng_test_track_a_01794,0,0,0,0,0
eng_test_track_a_01795,0,0,0,1,1
eng_test_track_a_01796,0,0,0,1,1
eng_test_track_a_01797,0,0,0,1,0
eng_test_track_a_01798,1,0,0,0,0
eng_test_track_a_01799,0,0,0,1,0
eng_test_track_a_01800,1,0,0,0,0
eng_test_track_a_01801,0,0,0,0,0
eng_test_track_a_01802,0,1,0,0,0
eng_test_track_a_01803,0,1,0,1,0
eng_test_track_a_01804,0,0,0,1,0
eng_test_track_a_01805,0,0,0,0,0
eng_test_track_a_01806,0,0,0,0,0
eng_test_track_a_01807,0,0,0,0,0
eng_test_track_a_01808,0,1,0,1,0
eng_test_track_a_01809,1,1,0,0,0
eng_test_track_a_01810,0,1,1,1,1
eng_test_track_a_01811,0,1,0,1,1
eng_test_track_a_01812,0,1,0,1,0
eng_test_track_a_01813,0,1,0,0,0
eng_test_track_a_01814,0,1,1,1,1
eng_test_track_a_01815,0,1,0,1,0
eng_test_track_a_01816,1,0,0,0,0
eng_test_track_a_01817,0,0,0,0,0
eng_test_track_a_01818,0,1,0,1,1
eng_test_track_a_01819,0,0,0,1,0
eng_test_track_a_01820,1,0,0,1,1
eng_test_track_a_01821,0,1,0,1,0
eng_test_track_a_01822,0,0,0,1,0
eng_test_track_a_01823,0,0,0,0,0
eng_test_track_a_01824,0,1,0,1,1
eng_test_track_a_01825,0,0,0,0,0
eng_test_track_a_01826,0,0,0,1,0
eng_test_track_a_01827,0,0,0,0,0
eng_test_track_a_01828,0,0,0,0,0
eng_test_track_a_01829,0,1,0,0,0
eng_test_track_a_01830,0,0,0,1,0
eng_test_track_a_01831,0,1,0,0,0
eng_test_track_a_01832,1,0,1,0,0
eng_test_track_a_01833,0,0,0,1,1
eng_test_track_a_01834,0,0,0,0,0
eng_test_track_a_01835,1,0,0,0,1
eng_test_track_a_01836,0,1,0,0,0
eng_test_track_a_01837,0,0,0,1,0
eng_test_track_a_01838,1,0,0,0,0
eng_test_track_a_01839,1,0,0,0,0
eng_test_track_a_01840,0,1,0,1,1
eng_test_track_a_01841,0,0,0,1,1
eng_test_track_a_01842,0,0,0,1,1
eng_test_track_a_01843,0,0,0,1,1
eng_test_track_a_01844,0,0,0,0,0
eng_test_track_a_01845,0,0,0,1,1
eng_test_track_a_01846,1,0,0,0,0
eng_test_track_a_01847,0,1,0,1,0
eng_test_track_a_01848,0,0,1,0,1
eng_test_track_a_01849,0,0,0,1,0
eng_test_track_a_01850,0,1,0,1,0
eng_test_track_a_01851,1,0,0,0,0
eng_test_track_a_01852,0,1,0,1,0
eng_test_track_a_01853,0,1,0,1,1
eng_test_track_a_01854,1,0,0,0,1
eng_test_track_a_01855,0,0,0,1,1
eng_test_track_a_01856,1,0,0,0,1
eng_test_track_a_01857,0,0,0,1,0
eng_test_track_a_01858,0,1,0,0,0
eng_test_track_a_01859,0,0,0,1,1
eng_test_track_a_01860,0,0,0,0,0
eng_test_track_a_01861,0,0,0,1,1
eng_test_track_a_01862,0,0,0,0,0
eng_test_track_a_01863,1,1,0,1,0
eng_test_track_a_01864,0,1,0,1,0
eng_test_track_a_01865,1,0,0,0,0
eng_test_track_a_01866,0,1,0,0,0
eng_test_track_a_01867,0,0,0,1,0
eng_test_track_a_01868,0,0,0,1,0
eng_test_track_a_01869,1,0,0,0,1
eng_test_track_a_01870,0,1,0,1,1
eng_test_track_a_01871,1,0,0,0,0
eng_test_track_a_01872,0,1,0,1,0
eng_test_track_a_01873,1,0,0,0,0
eng_test_track_a_01874,0,0,1,0,1
eng_test_track_a_01875,0,0,0,1,0
eng_test_track_a_01876,0,1,0,1,0
eng_test_track_a_01877,0,0,0,1,1
eng_test_track_a_01878,0,1,0,1,0
eng_test_track_a_01879,1,0,0,0,0
eng_test_track_a_01880,1,0,0,0,0
eng_test_track_a_01881,1,0,0,1,0
eng_test_track_a_01882,0,0,0,1,1
eng_test_track_a_01883,0,1,0,0,0
eng_test_track_a_01884,0,1,0,1,0
eng_test_track_a_01885,0,0,0,1,0
eng_test_track_a_01886,0,0,0,1,1
eng_test_track_a_01887,0,0,0,1,1
eng_test_track_a_01888,0,0,0,1,1
eng_test_track_a_01889,0,0,0,0,0
eng_test_track_a_01890,0,1,0,1,0
eng_test_track_a_01891,1,0,0,0,0
eng_test_track_a_01892,0,1,0,0,0
eng_test_track_a_01893,0,0,0,1,0
eng_test_track_a_01894,0,1,0,1,0
eng_test_track_a_01895,0,0,0,0,1
eng_test_track_a_01896,1,0,0,0,0
eng_test_track_a_01897,0,1,0,1,0
eng_test_track_a_01898,0,1,0,0,0
eng_test_track_a_01899,0,1,0,1,0
eng_test_track_a_01900,0,0,0,0,1
eng_test_track_a_01901,0,0,0,0,0
eng_test_track_a_01902,0,0,0,0,1
eng_test_track_a_01903,0,1,1,1,0
eng_test_track_a_01904,1,0,0,0,0
eng_test_track_a_01905,1,0,0,0,1
eng_test_track_a_01906,0,1,1,1,0
eng_test_track_a_01907,0,1,0,1,0
eng_test_track_a_01908,1,0,0,0,0
eng_test_track_a_01909,0,1,0,1,0
eng_test_track_a_01910,1,0,0,0,0
eng_test_track_a_01911,0,0,0,1,0
eng_test_track_a_01912,1,0,0,0,1
eng_test_track_a_01913,1,0,0,0,1
eng_test_track_a_01914,0,0,0,1,1
eng_test_track_a_01915,0,0,0,1,1
eng_test_track_a_01916,0,1,0,1,0
eng_test_track_a_01917,0,1,0,1,1
eng_test_track_a_01918,0,0,0,0,1
eng_test_track_a_01919,0,1,0,1,0
eng_test_track_a_01920,1,0,0,0,0
eng_test_track_a_01921,0,0,0,0,0
eng_test_track_a_01922,0,0,0,1,1
eng_test_track_a_01923,1,0,0,0,0
eng_test_track_a_01924,0,1,0,0,1
eng_test_track_a_01925,0,0,0,1,0
eng_test_track_a_01926,1,0,0,0,1
eng_test_track_a_01927,0,1,1,1,0
eng_test_track_a_01928,0,0,1,1,1
eng_test_track_a_01929,0,0,0,0,0
eng_test_track_a_01930,0,1,0,1,0
eng_test_track_a_01931,0,0,0,0,0
eng_test_track_a_01932,0,0,0,1,0
eng_test_track_a_01933,0,1,1,1,1
eng_test_track_a_01934,0,0,1,1,1
eng_test_track_a_01935,0,1,0,0,0
eng_test_track_a_01936,0,1,0,0,0
eng_test_track_a_01937,1,0,0,0,0
eng_test_track_a_01938,0,1,0,1,0
eng_test_track_a_01939,0,0,0,1,0
eng_test_track_a_01940,0,0,0,1,1
eng_test_track_a_01941,0,0,0,0,0
eng_test_track_a_01942,0,0,0,0,0
eng_test_track_a_01943,0,0,0,1,1
eng_test_track_a_01944,0,1,0,1,1
eng_test_track_a_01945,0,1,0,1,0
eng_test_track_a_01946,0,0,0,1,0
eng_test_track_a_01947,0,0,0,1,0
eng_test_track_a_01948,0,1,0,1,1
eng_test_track_a_01949,1,0,0,1,1
eng_test_track_a_01950,1,0,0,0,0
eng_test_track_a_01951,0,0,0,1,0
eng_test_track_a_01952,0,0,0,1,0
eng_test_track_a_01953,0,1,0,1,0
eng_test_track_a_01954,1,0,0,0,0
eng_test_track_a_01955,0,0,0,1,1
eng_test_track_a_01956,0,0,0,1,0
eng_test_track_a_01957,0,0,1,0,0
eng_test_track_a_01958,0,0,0,1,1
eng_test_track_a_01959,0,0,0,1,0
eng_test_track_a_01960,0,0,0,1,0
eng_test_track_a_01961,0,0,1,0,1
eng_test_track_a_01962,0,0,0,0,0
eng_test_track_a_01963,0,0,0,1,0
eng_test_track_a_01964,0,1,0,1,1
eng_test_track_a_01965,0,0,0,1,0
eng_test_track_a_01966,1,1,0,1,0
eng_test_track_a_01967,1,0,0,0,1
eng_test_track_a_01968,0,0,1,1,0
eng_test_track_a_01969,0,0,0,1,1
eng_test_track_a_01970,0,0,1,1,0
eng_test_track_a_01971,0,0,0,0,1
eng_test_track_a_01972,0,0,0,0,1
eng_test_track_a_01973,0,1,0,1,0
eng_test_track_a_01974,0,1,0,0,0
eng_test_track_a_01975,1,0,0,0,0
eng_test_track_a_01976,0,1,0,0,0
eng_test_track_a_01977,0,0,0,1,0
eng_test_track_a_01978,0,0,0,0,0
eng_test_track_a_01979,0,1,0,1,0
eng_test_track_a_01980,0,0,0,1,1
eng_test_track_a_01981,0,1,0,0,0
eng_test_track_a_01982,0,0,0,1,1
eng_test_track_a_01983,0,0,0,1,1
eng_test_track_a_01984,1,1,0,1,0
eng_test_track_a_01985,0,0,0,1,1
eng_test_track_a_01986,0,0,0,1,0
eng_test_track_a_01987,0,1,0,1,0
eng_test_track_a_01988,0,1,0,1,0
eng_test_track_a_01989,1,0,0,0,1
eng_test_track_a_01990,0,0,1,1,1
eng_test_track_a_01991,0,1,1,0,1
eng_test_track_a_01992,0,1,0,0,0
eng_test_track_a_01993,0,0,0,1,0
eng_test_track_a_01994,0,0,1,1,0
eng_test_track_a_01995,0,0,0,0,0
eng_test_track_a_01996,0,0,0,1,1
eng_test_track_a_01997,0,1,1,1,0
eng_test_track_a_01998,0,1,0,1,1
eng_test_track_a_01999,0,0,0,1,1
eng_test_track_a_02000,0,1,0,0,0
eng_test_track_a_02001,0,1,0,1,0
